CHEMICAL_ID,UNIPROTKB,TARGET_NAME,group,orthogonal,is_agonist,canonical_smiles,ENTREZ_GENE,ENTRY_NAME,REACTOME,GO_CC,GO_BP,GO_MF,KEGG,DATA_SOURCE
CHEMBL2181187,P41595,Serotonin 2b (5-HT2b) receptor,2.0,NA,NA,CCCN1CCC(COc2nc3c(OC)cccc3c4ccccc24)CC1,3357,5HT2B,Signal Transduction R-HSA-162582 Signaling by GPCR R-HSA-372790 Class A/1 (Rhodopsin-like receptors) R-HSA-373076 Amine ligand-binding receptors R-HSA-375280 GPCR downstream signaling R-HSA-388396 Serotonin receptors R-HSA-390666 G alpha (q) signalling events R-HSA-416476 GPCR ligand binding R-HSA-500792 Gastrin-CREB signalling pathway via PKC and MAPK R-HSA-881907,IDA 15925089 cytoplasm GO:0005737 IDA 7926008 12970106 15625277 15862800 18703043 19023134 plasma membrane GO:0005886 TAS GO:0005886 plasma membrane IEA GO:0005887 integral component of plasma membrane IEA GO:0030054 cell junction IEA GO:0030425 dendrite IEA GO:0043025 neuronal cell body IEA GO:0045202 synapse,neural crest cell migration GO:0001755 ISS positive regulation of cytokine production GO:0001819 IDA 19023134 positive regulation of endothelial cell proliferation GO:0001938 IMP 19308295 G-protein coupled receptor internalization GO:0002031 IEA heart morphogenesis GO:0003007 ISS cardiac muscle hypertrophy GO:0003300 ISS cGMP biosynthetic process GO:0006182 IDA 12970106 cellular calcium ion homeostasis GO:0006874 IDA 16517693 19057895 G-protein coupled receptor signaling pathway GO:0007186 IMP 15625277 activation of phospholipase C activity GO:0007202 IDA 16517693 19057895 protein kinase C-activating G-protein coupled receptor signaling pathway GO:0007205 ISS serotonin receptor signaling pathway GO:0007210 IMP 18703043 behavior GO:0007610 IEA positive regulation of cell proliferation GO:0008284 IDA 15625277 positive regulation of cell proliferation GO:0008284 IMP 15925089 negative regulation of autophagy GO:0010507 IMP 20099302 positive regulation of phosphatidylinositol biosynthetic process GO:0010513 IDA 19057895 neural crest cell differentiation GO:0014033 ISS phosphatidylinositol 3-kinase signaling GO:0014065 IDA 16517693 intestine smooth muscle contraction GO:0014827 IMP 7599919 9186750 phosphorylation GO:0016310 IMP 19308295 calcium-mediated signaling GO:0019722 IMP 8882600 hepatic stellate cell activation GO:0035733 IEA vasoconstriction GO:0042310 IMP 15625277 response to drug GO:0042493 IDA 15625277 15862800 18703043 negative regulation of apoptotic process GO:0043066 ISS positive regulation of I-kappaB kinase/NF-kappaB signaling GO:0043123 IEP 12761501 positive regulation of MAP kinase activity GO:0043406 IDA 15625277 positive regulation of GTPase activity GO:0043547 IEA inositol phosphate metabolic process GO:0043647 IEA embryonic morphogenesis GO:0048598 ISS positive regulation of cytokine secretion GO:0050715 ISS regulation of behavior GO:0050795 IMP 21179162 positive regulation of nitric-oxide synthase activity GO:0051000 IDA 15625277 release of sequestered calcium ion into cytosol GO:0051209 IDA 15862800 release of sequestered calcium ion into cytosol GO:0051209 IMP 8882600 18566482 18703043 positive regulation of cell division GO:0051781 ISS negative regulation of cell death GO:0060548 IMP 20099302 ERK1 and ERK2 cascade GO:0070371 IMP 19308295 positive regulation of ERK1 and ERK2 cascade GO:0070374 IDA 19057895 protein kinase C signaling GO:0070528 IMP 20099302 cellular response to amine stimulus GO:0071418 IEA cellular response to temperature stimulus GO:0071502 ISS cellular response to serotonin GO:1904015 IEA,15625277 IMP GO:0001965 G-protein alpha-subunit binding 7582481 7926008 15862800 IDA GO:0004993 G-protein coupled serotonin receptor activity ISS GO:0005096 GTPase activator activity 7926008 12970106 15625277 15831837 15862800 17609583 18703043 19307114 IDA GO:0008144 drug binding 7582481 7926008 15625277 15831837 15862800 17609583 19057895 IDA GO:0051378 serotonin binding,hsa04020 Calcium signaling pathway - Homo sapiens (human) hsa04080 Neuroactive ligand-receptor interaction - Homo sapiens (human) hsa04540 Gap junction - Homo sapiens (human) hsa04726 Serotonergic synapse - Homo sapiens (human) hsa04750 Inflammatory mediator regulation of TRP channels - Homo sapiens (human),CHEMBL
CHEMBL3092759,P41595,Serotonin 2b (5-HT2b) receptor,2.0,NA,NA,Cl.NC(=NC(=O)c1ccc2c(c1)C(O)c3ccccc23)N,3357,5HT2B,Signal Transduction R-HSA-162582 Signaling by GPCR R-HSA-372790 Class A/1 (Rhodopsin-like receptors) R-HSA-373076 Amine ligand-binding receptors R-HSA-375280 GPCR downstream signaling R-HSA-388396 Serotonin receptors R-HSA-390666 G alpha (q) signalling events R-HSA-416476 GPCR ligand binding R-HSA-500792 Gastrin-CREB signalling pathway via PKC and MAPK R-HSA-881907,IDA 15925089 cytoplasm GO:0005737 IDA 7926008 12970106 15625277 15862800 18703043 19023134 plasma membrane GO:0005886 TAS GO:0005886 plasma membrane IEA GO:0005887 integral component of plasma membrane IEA GO:0030054 cell junction IEA GO:0030425 dendrite IEA GO:0043025 neuronal cell body IEA GO:0045202 synapse,neural crest cell migration GO:0001755 ISS positive regulation of cytokine production GO:0001819 IDA 19023134 positive regulation of endothelial cell proliferation GO:0001938 IMP 19308295 G-protein coupled receptor internalization GO:0002031 IEA heart morphogenesis GO:0003007 ISS cardiac muscle hypertrophy GO:0003300 ISS cGMP biosynthetic process GO:0006182 IDA 12970106 cellular calcium ion homeostasis GO:0006874 IDA 16517693 19057895 G-protein coupled receptor signaling pathway GO:0007186 IMP 15625277 activation of phospholipase C activity GO:0007202 IDA 16517693 19057895 protein kinase C-activating G-protein coupled receptor signaling pathway GO:0007205 ISS serotonin receptor signaling pathway GO:0007210 IMP 18703043 behavior GO:0007610 IEA positive regulation of cell proliferation GO:0008284 IDA 15625277 positive regulation of cell proliferation GO:0008284 IMP 15925089 negative regulation of autophagy GO:0010507 IMP 20099302 positive regulation of phosphatidylinositol biosynthetic process GO:0010513 IDA 19057895 neural crest cell differentiation GO:0014033 ISS phosphatidylinositol 3-kinase signaling GO:0014065 IDA 16517693 intestine smooth muscle contraction GO:0014827 IMP 7599919 9186750 phosphorylation GO:0016310 IMP 19308295 calcium-mediated signaling GO:0019722 IMP 8882600 hepatic stellate cell activation GO:0035733 IEA vasoconstriction GO:0042310 IMP 15625277 response to drug GO:0042493 IDA 15625277 15862800 18703043 negative regulation of apoptotic process GO:0043066 ISS positive regulation of I-kappaB kinase/NF-kappaB signaling GO:0043123 IEP 12761501 positive regulation of MAP kinase activity GO:0043406 IDA 15625277 positive regulation of GTPase activity GO:0043547 IEA inositol phosphate metabolic process GO:0043647 IEA embryonic morphogenesis GO:0048598 ISS positive regulation of cytokine secretion GO:0050715 ISS regulation of behavior GO:0050795 IMP 21179162 positive regulation of nitric-oxide synthase activity GO:0051000 IDA 15625277 release of sequestered calcium ion into cytosol GO:0051209 IDA 15862800 release of sequestered calcium ion into cytosol GO:0051209 IMP 8882600 18566482 18703043 positive regulation of cell division GO:0051781 ISS negative regulation of cell death GO:0060548 IMP 20099302 ERK1 and ERK2 cascade GO:0070371 IMP 19308295 positive regulation of ERK1 and ERK2 cascade GO:0070374 IDA 19057895 protein kinase C signaling GO:0070528 IMP 20099302 cellular response to amine stimulus GO:0071418 IEA cellular response to temperature stimulus GO:0071502 ISS cellular response to serotonin GO:1904015 IEA,15625277 IMP GO:0001965 G-protein alpha-subunit binding 7582481 7926008 15862800 IDA GO:0004993 G-protein coupled serotonin receptor activity ISS GO:0005096 GTPase activator activity 7926008 12970106 15625277 15831837 15862800 17609583 18703043 19307114 IDA GO:0008144 drug binding 7582481 7926008 15625277 15831837 15862800 17609583 19057895 IDA GO:0051378 serotonin binding,hsa04020 Calcium signaling pathway - Homo sapiens (human) hsa04080 Neuroactive ligand-receptor interaction - Homo sapiens (human) hsa04540 Gap junction - Homo sapiens (human) hsa04726 Serotonergic synapse - Homo sapiens (human) hsa04750 Inflammatory mediator regulation of TRP channels - Homo sapiens (human),CHEMBL
CHEMBL3310123,P41595,Serotonin 2b (5-HT2b) receptor,2.0,NA,NA,Cl.CC1(O)c2ccccc2c3ccc(cc13)C(=O)N=C(N)N,3357,5HT2B,Signal Transduction R-HSA-162582 Signaling by GPCR R-HSA-372790 Class A/1 (Rhodopsin-like receptors) R-HSA-373076 Amine ligand-binding receptors R-HSA-375280 GPCR downstream signaling R-HSA-388396 Serotonin receptors R-HSA-390666 G alpha (q) signalling events R-HSA-416476 GPCR ligand binding R-HSA-500792 Gastrin-CREB signalling pathway via PKC and MAPK R-HSA-881907,IDA 15925089 cytoplasm GO:0005737 IDA 7926008 12970106 15625277 15862800 18703043 19023134 plasma membrane GO:0005886 TAS GO:0005886 plasma membrane IEA GO:0005887 integral component of plasma membrane IEA GO:0030054 cell junction IEA GO:0030425 dendrite IEA GO:0043025 neuronal cell body IEA GO:0045202 synapse,neural crest cell migration GO:0001755 ISS positive regulation of cytokine production GO:0001819 IDA 19023134 positive regulation of endothelial cell proliferation GO:0001938 IMP 19308295 G-protein coupled receptor internalization GO:0002031 IEA heart morphogenesis GO:0003007 ISS cardiac muscle hypertrophy GO:0003300 ISS cGMP biosynthetic process GO:0006182 IDA 12970106 cellular calcium ion homeostasis GO:0006874 IDA 16517693 19057895 G-protein coupled receptor signaling pathway GO:0007186 IMP 15625277 activation of phospholipase C activity GO:0007202 IDA 16517693 19057895 protein kinase C-activating G-protein coupled receptor signaling pathway GO:0007205 ISS serotonin receptor signaling pathway GO:0007210 IMP 18703043 behavior GO:0007610 IEA positive regulation of cell proliferation GO:0008284 IDA 15625277 positive regulation of cell proliferation GO:0008284 IMP 15925089 negative regulation of autophagy GO:0010507 IMP 20099302 positive regulation of phosphatidylinositol biosynthetic process GO:0010513 IDA 19057895 neural crest cell differentiation GO:0014033 ISS phosphatidylinositol 3-kinase signaling GO:0014065 IDA 16517693 intestine smooth muscle contraction GO:0014827 IMP 7599919 9186750 phosphorylation GO:0016310 IMP 19308295 calcium-mediated signaling GO:0019722 IMP 8882600 hepatic stellate cell activation GO:0035733 IEA vasoconstriction GO:0042310 IMP 15625277 response to drug GO:0042493 IDA 15625277 15862800 18703043 negative regulation of apoptotic process GO:0043066 ISS positive regulation of I-kappaB kinase/NF-kappaB signaling GO:0043123 IEP 12761501 positive regulation of MAP kinase activity GO:0043406 IDA 15625277 positive regulation of GTPase activity GO:0043547 IEA inositol phosphate metabolic process GO:0043647 IEA embryonic morphogenesis GO:0048598 ISS positive regulation of cytokine secretion GO:0050715 ISS regulation of behavior GO:0050795 IMP 21179162 positive regulation of nitric-oxide synthase activity GO:0051000 IDA 15625277 release of sequestered calcium ion into cytosol GO:0051209 IDA 15862800 release of sequestered calcium ion into cytosol GO:0051209 IMP 8882600 18566482 18703043 positive regulation of cell division GO:0051781 ISS negative regulation of cell death GO:0060548 IMP 20099302 ERK1 and ERK2 cascade GO:0070371 IMP 19308295 positive regulation of ERK1 and ERK2 cascade GO:0070374 IDA 19057895 protein kinase C signaling GO:0070528 IMP 20099302 cellular response to amine stimulus GO:0071418 IEA cellular response to temperature stimulus GO:0071502 ISS cellular response to serotonin GO:1904015 IEA,15625277 IMP GO:0001965 G-protein alpha-subunit binding 7582481 7926008 15862800 IDA GO:0004993 G-protein coupled serotonin receptor activity ISS GO:0005096 GTPase activator activity 7926008 12970106 15625277 15831837 15862800 17609583 18703043 19307114 IDA GO:0008144 drug binding 7582481 7926008 15625277 15831837 15862800 17609583 19057895 IDA GO:0051378 serotonin binding,hsa04020 Calcium signaling pathway - Homo sapiens (human) hsa04080 Neuroactive ligand-receptor interaction - Homo sapiens (human) hsa04540 Gap junction - Homo sapiens (human) hsa04726 Serotonergic synapse - Homo sapiens (human) hsa04750 Inflammatory mediator regulation of TRP channels - Homo sapiens (human),CHEMBL
CHEMBL276140,P28335,Serotonin 2c (5-HT2c) receptor,2.0,NA,NA,CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F,3358,5HT2C,R-HSA-162582 Signal Transduction R-HSA-372790 Signaling by GPCR R-HSA-373076 Class A/1 (Rhodopsin-like receptors) R-HSA-375280 Amine ligand-binding receptors R-HSA-388396 GPCR downstream signaling R-HSA-390666 Serotonin receptors R-HSA-416476 G alpha (q) signalling events R-HSA-500792 GPCR ligand binding R-HSA-881907 Gastrin-CREB signalling pathway via PKC and MAPK,cytosol GO:0005829 IEA plasma membrane 12970106 18703043 GO:0005886 IDA plasma membrane GO:0005886 TAS integral component of plasma membrane 18703043 GO:0005887 IMP,GO:0001662 behavioral fear response ISS 12970106 GO:0006182 cGMP biosynthetic process IDA 19057895 GO:0006874 cellular calcium ion homeostasis IDA 12970106 GO:0007200 phospholipase C-activating G-protein coupled receptor signaling pathway IDA GO:0007208 phospholipase C-activating serotonin receptor signaling pathway ISS 18703043 GO:0007210 serotonin receptor signaling pathway IMP 9241279 GO:0007268 chemical synaptic transmission TAS GO:0007626 locomotory behavior IEA GO:0007631 feeding behavior ISS 19057895 GO:0010513 positive regulation of phosphatidylinositol biosynthetic process IDA GO:0031644 regulation of neurological system process ISS GO:0032098 regulation of appetite ISS 18703043 GO:0042493 response to drug IDA GO:0043397 regulation of corticotropin-releasing hormone secretion ISS GO:0045600 positive regulation of fat cell differentiation IEA 18703043 GO:0051209 release of sequestered calcium ion into cytosol IMP GO:0051482 positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway ISS 19057895 GO:0070374 positive regulation of ERK1 and ERK2 cascade IDA,"GO:0001587 Gq/11-coupled serotonin receptor activity 18703043 IDA GO:0004993 G-protein coupled serotonin receptor activity 7582481 IDA GO:0008144 drug binding 12970106 15831837 18703043 IDA GO:0051378 serotonin binding 7582481 15831837 19057895 IDA GO:0071886 1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding 19057895 IDA",hsa04020 Calcium signaling pathway - Homo sapiens (human) hsa04080 Neuroactive ligand-receptor interaction - Homo sapiens (human) hsa04540 Gap junction - Homo sapiens (human) hsa04726 Serotonergic synapse - Homo sapiens (human) hsa04750 Inflammatory mediator regulation of TRP channels - Homo sapiens (human),CHEMBL
CHEMBL297784,P28335,Serotonin 2c (5-HT2c) receptor,2.0,NA,NA,Cn1ccc2cc3N(CCc3cc12)C(=O)Nc4cccnc4,3358,5HT2C,R-HSA-162582 Signal Transduction R-HSA-372790 Signaling by GPCR R-HSA-373076 Class A/1 (Rhodopsin-like receptors) R-HSA-375280 Amine ligand-binding receptors R-HSA-388396 GPCR downstream signaling R-HSA-390666 Serotonin receptors R-HSA-416476 G alpha (q) signalling events R-HSA-500792 GPCR ligand binding R-HSA-881907 Gastrin-CREB signalling pathway via PKC and MAPK,cytosol GO:0005829 IEA plasma membrane 12970106 18703043 GO:0005886 IDA plasma membrane GO:0005886 TAS integral component of plasma membrane 18703043 GO:0005887 IMP,GO:0001662 behavioral fear response ISS 12970106 GO:0006182 cGMP biosynthetic process IDA 19057895 GO:0006874 cellular calcium ion homeostasis IDA 12970106 GO:0007200 phospholipase C-activating G-protein coupled receptor signaling pathway IDA GO:0007208 phospholipase C-activating serotonin receptor signaling pathway ISS 18703043 GO:0007210 serotonin receptor signaling pathway IMP 9241279 GO:0007268 chemical synaptic transmission TAS GO:0007626 locomotory behavior IEA GO:0007631 feeding behavior ISS 19057895 GO:0010513 positive regulation of phosphatidylinositol biosynthetic process IDA GO:0031644 regulation of neurological system process ISS GO:0032098 regulation of appetite ISS 18703043 GO:0042493 response to drug IDA GO:0043397 regulation of corticotropin-releasing hormone secretion ISS GO:0045600 positive regulation of fat cell differentiation IEA 18703043 GO:0051209 release of sequestered calcium ion into cytosol IMP GO:0051482 positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway ISS 19057895 GO:0070374 positive regulation of ERK1 and ERK2 cascade IDA,"GO:0001587 Gq/11-coupled serotonin receptor activity 18703043 IDA GO:0004993 G-protein coupled serotonin receptor activity 7582481 IDA GO:0008144 drug binding 12970106 15831837 18703043 IDA GO:0051378 serotonin binding 7582481 15831837 19057895 IDA GO:0071886 1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding 19057895 IDA",hsa04020 Calcium signaling pathway - Homo sapiens (human) hsa04080 Neuroactive ligand-receptor interaction - Homo sapiens (human) hsa04540 Gap junction - Homo sapiens (human) hsa04726 Serotonergic synapse - Homo sapiens (human) hsa04750 Inflammatory mediator regulation of TRP channels - Homo sapiens (human),CHEMBL
CHEMBL2181187,Q13639,Serotonin 4 (5-HT4) receptor,2.0,NA,NA,CCCN1CCC(COc2nc3c(OC)cccc3c4ccccc24)CC1,3360,5HT4R,R-HSA-162582 Signal Transduction R-HSA-372790 Signaling by GPCR R-HSA-373076 Class A/1 (Rhodopsin-like receptors) R-HSA-375280 Amine ligand-binding receptors R-HSA-388396 GPCR downstream signaling R-HSA-390666 Serotonin receptors R-HSA-418555 G alpha (s) signalling events R-HSA-500792 GPCR ligand binding,IDA 15925089 cytoplasm GO:0005737 IEA GO:0005768 endosome TAS GO:0005886 plasma membrane IEA GO:0005887 integral component of plasma membrane IDA 16102731 membrane GO:0016020,"GO:0007186 G-protein coupled receptor signaling pathway 9351641 TAS GO:0007187 G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger 9603189 TAS GO:0007210 serotonin receptor signaling pathway IEA GO:0007214 gamma-aminobutyric acid signaling pathway IBA GO:0007268 chemical synaptic transmission IEA GO:0032098 regulation of appetite IEA",IDA 16102731 G-protein coupled serotonin receptor activity GO:0004993,Calcium signaling pathway - Homo sapiens (human) hsa04020 cAMP signaling pathway - Homo sapiens (human) hsa04024 Neuroactive ligand-receptor interaction - Homo sapiens (human) hsa04080 Serotonergic synapse - Homo sapiens (human) hsa04726,CHEMBL
CHEMBL3092759,P34969,Serotonin 7 (5-HT7) receptor,2.0,NA,NA,Cl.NC(=NC(=O)c1ccc2c(c1)C(O)c3ccccc23)N,3363,5HT7R,Signal Transduction R-HSA-162582 Signaling by GPCR R-HSA-372790 Class A/1 (Rhodopsin-like receptors) R-HSA-373076 Amine ligand-binding receptors R-HSA-375280 GPCR downstream signaling R-HSA-388396 Serotonin receptors R-HSA-390666 G alpha (s) signalling events R-HSA-418555 GPCR ligand binding R-HSA-500792,plasma membrane TAS GO:0005886 integral component of plasma membrane TAS 8226867 GO:0005887,"IEA GO:0006939 smooth muscle contraction 8226867 TAS GO:0007187 G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger IEA GO:0007210 serotonin receptor signaling pathway IEA GO:0007268 chemical synaptic transmission IEA GO:0007623 circadian rhythm 8226867 TAS GO:0008015 blood circulation IEA GO:0042310 vasoconstriction",GO:0004993 G-protein coupled serotonin receptor activity IEA,hsa04014 Ras signaling pathway - Homo sapiens (human) hsa04020 Calcium signaling pathway - Homo sapiens (human) hsa04080 Neuroactive ligand-receptor interaction - Homo sapiens (human) hsa04726 Serotonergic synapse - Homo sapiens (human),CHEMBL
CHEMBL3310123,P34969,Serotonin 7 (5-HT7) receptor,2.0,NA,NA,Cl.CC1(O)c2ccccc2c3ccc(cc13)C(=O)N=C(N)N,3363,5HT7R,Signal Transduction R-HSA-162582 Signaling by GPCR R-HSA-372790 Class A/1 (Rhodopsin-like receptors) R-HSA-373076 Amine ligand-binding receptors R-HSA-375280 GPCR downstream signaling R-HSA-388396 Serotonin receptors R-HSA-390666 G alpha (s) signalling events R-HSA-418555 GPCR ligand binding R-HSA-500792,plasma membrane TAS GO:0005886 integral component of plasma membrane TAS 8226867 GO:0005887,"IEA GO:0006939 smooth muscle contraction 8226867 TAS GO:0007187 G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger IEA GO:0007210 serotonin receptor signaling pathway IEA GO:0007268 chemical synaptic transmission IEA GO:0007623 circadian rhythm 8226867 TAS GO:0008015 blood circulation IEA GO:0042310 vasoconstriction",GO:0004993 G-protein coupled serotonin receptor activity IEA,hsa04014 Ras signaling pathway - Homo sapiens (human) hsa04020 Calcium signaling pathway - Homo sapiens (human) hsa04080 Neuroactive ligand-receptor interaction - Homo sapiens (human) hsa04726 Serotonergic synapse - Homo sapiens (human),CHEMBL
CHEMBL2418811,Q13507,Short transient receptor potential channel 3,2.0,NA,NA,C[C@H]1CCCN([C@H]1C)C(=O)c2nc(Nc3ccc(Cl)cc3F)sc2C,7222,TRPC3,"Hemostasis R-HSA-109582 Effects of PIP2 hydrolysis R-HSA-114508 Elevation of cytosolic Ca2+ levels R-HSA-139853 Signal Transduction R-HSA-162582 Stimuli-sensing channels R-HSA-2672351 TRP channels R-HSA-3295583 Signaling by GPCR R-HSA-372790 Transmembrane transport of small molecules R-HSA-382551 GPCR downstream signaling R-HSA-388396 G alpha (q) signalling events R-HSA-416476 Platelet homeostasis R-HSA-418346 Platelet calcium homeostasis R-HSA-418360 Platelet activation, signaling and aggregation R-HSA-76002 Gastrin-CREB signalling pathway via PKC and MAPK R-HSA-881907 Ion channel transport R-HSA-983712",TAS GO:0005886 plasma membrane 9368034 IDA GO:0005887 integral component of plasma membrane,calcium ion transport TAS 9215637 GO:0006816 manganese ion transport IBA GO:0006828 single fertilization IBA GO:0007338 phototransduction TAS 9215637 GO:0007602 positive regulation of calcium ion transport into cytosol IDA 21062895 GO:0010524 platelet activation TAS GO:0030168 response to ATP IDA 21062895 GO:0033198 response to calcium ion IDA 21062895 GO:0051592 calcium ion transmembrane transport IDA 21062895 GO:0070588 calcium ion transmembrane transport TAS GO:0070588 positive regulation of cardiac muscle hypertrophy in response to stress IDA 19287093 GO:1903244,"GO:0005262 calcium channel activity TAS GO:0005515 protein binding 10611319 15744307 15757897 20095964 IPI GO:0015279 store-operated calcium channel activity 9215637 TAS GO:0070679 inositol 1,4,5 trisphosphate binding 14505576 IDA",,CHEMBL
CHEMBL2418811,Q9Y210,Short transient receptor potential channel 6,2.0,NA,NA,C[C@H]1CCCN([C@H]1C)C(=O)c2nc(Nc3ccc(Cl)cc3F)sc2C,7225,TRPC6,"R-HSA-109582 Hemostasis R-HSA-114508 Effects of PIP2 hydrolysis R-HSA-139853 Elevation of cytosolic Ca2+ levels R-HSA-162582 Signal Transduction R-HSA-2672351 Stimuli-sensing channels R-HSA-3295583 TRP channels R-HSA-372790 Signaling by GPCR R-HSA-382551 Transmembrane transport of small molecules R-HSA-388396 GPCR downstream signaling R-HSA-416476 G alpha (q) signalling events R-HSA-418346 Platelet homeostasis R-HSA-418360 Platelet calcium homeostasis R-HSA-76002 Platelet activation, signaling and aggregation R-HSA-881907 Gastrin-CREB signalling pathway via PKC and MAPK R-HSA-983712 Ion channel transport",GO:0005737 cytoplasm 23171048 IDA GO:0005829 cytosol IEA GO:0005886 plasma membrane 10998353 IDA GO:0005886 plasma membrane TAS GO:0005887 integral component of plasma membrane IBA GO:0016020 membrane 23171048 IDA GO:0036057 slit diaphragm IEA,GO:0006812 cation transport 9930701 TAS GO:0006828 manganese ion transport IBA GO:0007204 positive regulation of cytosolic calcium ion concentration IEA GO:0007338 single fertilization IBA GO:0007568 aging IEA GO:0010800 positive regulation of peptidyl-threonine phosphorylation IEA GO:0030168 platelet activation TAS GO:0030182 neuron differentiation IEA GO:0032414 positive regulation of ion transmembrane transporter activity 10998353 IDA GO:0045666 positive regulation of neuron differentiation IEA GO:0050774 negative regulation of dendrite morphogenesis IEA GO:0051480 regulation of cytosolic calcium ion concentration IBA GO:0051928 positive regulation of calcium ion transport 10998353 IDA GO:0070301 cellular response to hydrogen peroxide IEA GO:0070588 calcium ion transmembrane transport TAS GO:0071456 cellular response to hypoxia IEA,"actin binding GO:0003779 IEA calcium channel activity GO:0005262 TAS protein binding GO:0005515 IPI 15757897 23171048 store-operated calcium channel activity GO:0015279 IBA clathrin binding GO:0030276 IEA actinin binding GO:0042805 IEA ATPase binding GO:0051117 IEA inositol 1,4,5 trisphosphate binding GO:0070679 IDA 14505576",cGMP-PKG signaling pathway - Homo sapiens (human) hsa04022,CHEMBL
CHEMBL364899,P21453,Sphingosine 1-phosphate receptor Edg-1,2.0,NA,NA,CC(C)(C)c1ccc(cc1)c2noc(n2)c3ccc(CN4CC(C4)C(=O)O)cc3,1901,S1PR1,R-HSA-162582 Signal Transduction R-HSA-372790 Signaling by GPCR R-HSA-373076 Class A/1 (Rhodopsin-like receptors) R-HSA-388396 GPCR downstream signaling R-HSA-418594 G alpha (i) signalling events R-HSA-419408 Lysosphingolipid and LPA receptors R-HSA-500792 GPCR ligand binding,endosome GO:0005768 IEA cytosol GO:0005829 IEA plasma membrane GO:0005886 TAS external side of plasma membrane GO:0009897 IEA integral component of membrane GO:0016021 IEA intrinsic component of plasma membrane GO:0031226 22344443 IDA membrane raft GO:0045121 IEA,GO:0001525 angiogenesis IEA GO:0001955 blood vessel maturation ISS GO:0003245 cardiac muscle tissue growth involved in heart morphogenesis ISS GO:0003376 sphingosine-1-phosphate signaling pathway 22344443 IDA GO:0006935 chemotaxis ISS GO:0007155 cell adhesion 9488656 10555146 TAS GO:0007186 G-protein coupled receptor signaling pathway 8626678 TAS GO:0007193 adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway IEA GO:0007420 brain development IEA GO:0016477 cell migration ISS GO:0019226 transmission of nerve impulse IEA GO:0030032 lamellipodium assembly ISS GO:0030155 regulation of cell adhesion IEA GO:0030182 neuron differentiation IEA GO:0030335 positive regulation of cell migration IEA GO:0030500 regulation of bone mineralization ISS GO:0031532 actin cytoskeleton reorganization ISS GO:0043547 positive regulation of GTPase activity IEA GO:0045124 regulation of bone resorption ISS GO:0045446 endothelial cell differentiation IEA GO:0045944 positive regulation of transcription from RNA polymerase II promoter IEA GO:0048661 positive regulation of smooth muscle cell proliferation IEA GO:0050927 positive regulation of positive chemotaxis IEA GO:0051482 positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway IEA GO:0051497 negative regulation of stress fiber assembly IEA GO:0061384 heart trabecula morphogenesis ISS GO:0072678 T cell migration ISS,G-protein coupled receptor binding GO:0001664 24851274 IPI G-protein coupled receptor activity GO:0004930 8626678 TAS sphingosine-1-phosphate receptor activity GO:0038036 22344443 IDA sphingolipid binding GO:0046625 IEA,FoxO signaling pathway - Homo sapiens (human) hsa04068 Sphingolipid signaling pathway - Homo sapiens (human) hsa04071 Neuroactive ligand-receptor interaction - Homo sapiens (human) hsa04080,CHEMBL
